generation, x, y, fitness
0, 22,3, 10
0, 23,3, 12
0, 24,3, 10
0, 25,3, 13
0, 26,3, 10
0, 27,3, 14
0, 28,3, 12
0, 29,3, 12
0, 30,3, 13
0, 31,3, 12
0, 32,3, 14
0, 33,3, 10
0, 34,3, 10
0, 35,3, 10
0, 36,3, 14
0, 37,3, 13
0, 38,3, 11
0, 39,3, 12
0, 0,4, 13
0, 1,4, 14
0, 2,4, 11
0, 3,4, 11
0, 4,4, 11
0, 5,4, 12
0, 6,4, 13
0, 7,4, 10
0, 8,4, 13
0, 9,4, 14
0, 10,4, 12
0, 11,4, 14
0, 12,4, 11
0, 13,4, 11
0, 14,4, 13
0, 15,4, 13
0, 16,4, 10
0, 17,4, 14
0, 18,4, 14
0, 19,4, 13
0, 20,4, 12
0, 21,4, 12
0, 22,4, 13
0, 23,4, 14
0, 24,4, 14
0, 25,4, 13
0, 26,4, 11
0, 27,4, 13
0, 28,4, 11
0, 29,4, 14
0, 30,4, 10
0, 31,4, 12
0, 32,4, 13
0, 33,4, 11
0, 34,4, 13
0, 35,4, 12
0, 36,4, 10
0, 37,4, 14
0, 38,4, 12
0, 39,4, 11
1, 0,0, 13
1, 1,0, 13
1, 2,0, 10
1, 3,0, 13
1, 4,0, 14
1, 5,0, 10
1, 6,0, 12
1, 7,0, 11
1, 8,0, 13
1, 9,0, 15
1, 10,0, 15
1, 11,0, 14
1, 12,0, 14
1, 13,0, 14
1, 14,0, 12
1, 15,0, 10
1, 16,0, 13
1, 17,0, 15
1, 18,0, 14
1, 19,0, 11
1, 20,0, 12
1, 21,0, 14
1, 22,0, 11
1, 23,0, 13
1, 24,0, 14
1, 25,0, 10
1, 26,0, 14
1, 27,0, 14
1, 28,0, 10
1, 29,0, 14
1, 30,0, 12
1, 31,0, 15
1, 32,0, 13
1, 33,0, 12
1, 34,0, 13
1, 35,0, 13
1, 36,0, 12
1, 37,0, 11
1, 38,0, 15
1, 39,0, 14
1, 0,1, 10
1, 1,1, 11
1, 2,1, 11
1, 3,1, 13
1, 4,1, 12
1, 5,1, 14
1, 6,1, 15
1, 7,1, 10
1, 8,1, 12
1, 9,1, 12
1, 10,1, 13
1, 11,1, 13
1, 12,1, 14
1, 13,1, 13
1, 14,1, 11
1, 15,1, 12
1, 16,1, 12
1, 17,1, 12
1, 18,1, 14
1, 19,1, 10
1, 20,1, 12
1, 21,1, 14
1, 22,1, 11
1, 23,1, 12
1, 24,1, 13
1, 25,1, 12
1, 26,1, 14
1, 27,1, 14
1, 28,1, 14
1, 29,1, 10
1, 30,1, 10
1, 31,1, 14
1, 32,1, 14
1, 33,1, 13
1, 34,1, 11
1, 35,1, 14
1, 36,1, 13
1, 37,1, 14
1, 38,1, 10
1, 39,1, 12
1, 0,2, 14
1, 1,2, 12
1, 2,2, 14
1, 3,2, 14
1, 4,2, 13
1, 5,2, 14
1, 6,2, 11
1, 7,2, 15
1, 8,2, 12
1, 9,2, 12
1, 10,2, 14
1, 11,2, 14
1, 12,2, 14
1, 13,2, 11
1, 14,2, 14
1, 15,2, 14
1, 16,2, 13
1, 17,2, 13
1, 18,2, 11
1, 19,2, 11
1, 20,2, 14
1, 21,2, 12
1, 22,2, 14
1, 23,2, 13
1, 24,2, 11
1, 25,2, 13
1, 26,2, 15
1, 27,2, 14
1, 28,2, 11
1, 29,2, 14
1, 30,2, 13
1, 31,2, 14
1, 32,2, 14
1, 33,2, 15
1, 34,2, 14
1, 35,2, 13
1, 36,2, 10
1, 37,2, 10
1, 38,2, 12
1, 39,2, 13
1, 0,3, 14
1, 1,3, 14
1, 2,3, 13
1, 3,3, 14
1, 4,3, 14
1, 5,3, 12
1, 6,3, 11
1, 7,3, 13
1, 8,3, 11
1, 9,3, 13
1, 10,3, 13
1, 11,3, 12
1, 12,3, 12
1, 13,3, 13
1, 14,3, 14
1, 15,3, 13
1, 16,3, 15
1, 17,3, 14
1, 18,3, 10
1, 19,3, 13
1, 20,3, 12
1, 21,3, 11
1, 22,3, 15
1, 23,3, 11
1, 24,3, 13
1, 25,3, 14
1, 26,3, 13
1, 27,3, 14
1, 28,3, 15
1, 29,3, 13
1, 30,3, 13
1, 31,3, 14
1, 32,3, 13
1, 33,3, 12
1, 34,3, 14
1, 35,3, 13
1, 36,3, 14
1, 37,3, 13
1, 38,3, 15
1, 39,3, 13
1, 0,4, 13
1, 1,4, 12
1, 2,4, 14
1, 3,4, 14
1, 4,4, 10
1, 5,4, 14
1, 6,4, 14
1, 7,4, 14
1, 8,4, 10
1, 9,4, 12
1, 10,4, 10
1, 11,4, 15
1, 12,4, 11
1, 13,4, 13
1, 14,4, 12
1, 15,4, 13
1, 16,4, 14
1, 17,4, 13
1, 18,4, 13
1, 19,4, 13
1, 20,4, 12
1, 21,4, 10
1, 22,4, 12
1, 23,4, 13
1, 24,4, 14
1, 25,4, 12
1, 26,4, 14
1, 27,4, 14
1, 28,4, 14
1, 29,4, 11
1, 30,4, 11
1, 31,4, 12
1, 32,4, 12
1, 33,4, 9
1, 34,4, 10
1, 35,4, 15
1, 36,4, 14
1, 37,4, 15
1, 38,4, 14
1, 39,4, 13
2, 0,0, 13
2, 1,0, 13
2, 2,0, 10
2, 3,0, 13
2, 4,0, 14
2, 5,0, 10
2, 6,0, 12
2, 7,0, 13
2, 8,0, 12
2, 9,0, 15
2, 10,0, 15
2, 11,0, 14
2, 12,0, 15
2, 13,0, 15
2, 14,0, 13
2, 15,0, 11
2, 16,0, 13
2, 17,0, 15
2, 18,0, 15
2, 19,0, 11
2, 20,0, 12
2, 21,0, 14
2, 22,0, 13
2, 23,0, 13
2, 24,0, 14
2, 25,0, 10
2, 26,0, 14
2, 27,0, 14
2, 28,0, 13
2, 29,0, 15
2, 30,0, 12
2, 31,0, 15
2, 32,0, 13
2, 33,0, 14
2, 34,0, 13
2, 35,0, 14
2, 36,0, 14
2, 37,0, 14
2, 38,0, 15
2, 39,0, 14
2, 0,1, 10
2, 1,1, 11
2, 2,1, 11
2, 3,1, 13
2, 4,1, 13
2, 5,1, 14
2, 6,1, 15
2, 7,1, 12
2, 8,1, 13
2, 9,1, 13
2, 10,1, 15
2, 11,1, 13
2, 12,1, 14
2, 13,1, 13
2, 14,1, 11
2, 15,1, 12
2, 16,1, 14
2, 17,1, 14
2, 18,1, 14
2, 19,1, 10
2, 20,1, 14
2, 21,1, 14
2, 22,1, 12
2, 23,1, 13
2, 24,1, 13
2, 25,1, 14
2, 26,1, 14
2, 27,1, 15
2, 28,1, 14
2, 29,1, 10
2, 30,1, 13
2, 31,1, 15
2, 32,1, 15
2, 33,1, 14
2, 34,1, 12
2, 35,1, 15
2, 36,1, 13
2, 37,1, 14
2, 38,1, 10
2, 39,1, 13
2, 0,2, 15
2, 1,2, 14
2, 2,2, 15
2, 3,2, 15
2, 4,2, 13
2, 5,2, 14
2, 6,2, 11
2, 7,2, 15
2, 8,2, 13
2, 9,2, 13
2, 10,2, 14
2, 11,2, 15
2, 12,2, 14
2, 13,2, 13
2, 14,2, 14
2, 15,2, 14
2, 16,2, 15
2, 17,2, 15
2, 18,2, 11
2, 19,2, 14
2, 20,2, 14
2, 21,2, 12
2, 22,2, 14
2, 23,2, 13
2, 24,2, 13
2, 25,2, 13
2, 26,2, 15
2, 27,2, 15
2, 28,2, 13
2, 29,2, 14
2, 30,2, 15
2, 31,2, 14
2, 32,2, 14
2, 33,2, 15
2, 34,2, 14
2, 35,2, 13
2, 36,2, 10
2, 37,2, 10
2, 38,2, 12
2, 39,2, 14
2, 0,3, 14
2, 1,3, 14
2, 2,3, 14
2, 3,3, 15
2, 4,3, 15
2, 5,3, 12
2, 6,3, 13
2, 7,3, 13
2, 8,3, 13
2, 9,3, 13
2, 10,3, 14
2, 11,3, 12
2, 12,3, 12
2, 13,3, 13
2, 14,3, 14
2, 15,3, 14
2, 16,3, 15
2, 17,3, 14
2, 18,3, 10
2, 19,3, 14
2, 20,3, 12
2, 21,3, 11
2, 22,3, 15
2, 23,3, 13
2, 24,3, 13
2, 25,3, 14
2, 26,3, 13
2, 27,3, 15
2, 28,3, 15
2, 29,3, 13
2, 30,3, 13
2, 31,3, 14
2, 32,3, 14
2, 33,3, 14
2, 34,3, 14
2, 35,3, 13
2, 36,3, 15
2, 37,3, 14
2, 38,3, 15
2, 39,3, 14
2, 0,4, 14
2, 1,4, 13
2, 2,4, 14
2, 3,4, 15
2, 4,4, 10
2, 5,4, 14
2, 6,4, 14
2, 7,4, 14
2, 8,4, 10
2, 9,4, 12
2, 10,4, 13
2, 11,4, 15
2, 12,4, 13
2, 13,4, 14
2, 14,4, 12
2, 15,4, 13
2, 16,4, 15
2, 17,4, 15
2, 18,4, 15
2, 19,4, 13
2, 20,4, 13
2, 21,4, 10
2, 22,4, 14
2, 23,4, 15
2, 24,4, 14
2, 25,4, 12
2, 26,4, 14
2, 27,4, 15
2, 28,4, 14
2, 29,4, 14
2, 30,4, 13
2, 31,4, 14
2, 32,4, 12
2, 33,4, 9
2, 34,4, 13
2, 35,4, 15
2, 36,4, 15
2, 37,4, 15
2, 38,4, 14
2, 39,4, 13
3, 0,0, 13
3, 1,0, 13
3, 2,0, 11
3, 3,0, 14
3, 4,0, 14
3, 5,0, 14
3, 6,0, 12
3, 7,0, 13
3, 8,0, 12
3, 9,0, 15
3, 10,0, 15
3, 11,0, 14
3, 12,0, 15
3, 13,0, 15
3, 14,0, 13
3, 15,0, 11
3, 16,0, 15
3, 17,0, 15
3, 18,0, 15
3, 19,0, 11
3, 20,0, 14
3, 21,0, 14
3, 22,0, 14
3, 23,0, 14
3, 24,0, 14
3, 25,0, 12
3, 26,0, 14
3, 27,0, 14
3, 28,0, 13
3, 29,0, 15
3, 30,0, 14
3, 31,0, 15
3, 32,0, 14
3, 33,0, 14
3, 34,0, 15
3, 35,0, 15
3, 36,0, 14
3, 37,0, 14
3, 38,0, 15
3, 39,0, 14
3, 0,1, 14
3, 1,1, 14
3, 2,1, 12
3, 3,1, 15
3, 4,1, 13
3, 5,1, 14
3, 6,1, 15
3, 7,1, 12
3, 8,1, 13
3, 9,1, 14
3, 10,1, 15
3, 11,1, 15
3, 12,1, 15
3, 13,1, 13
3, 14,1, 12
3, 15,1, 12
3, 16,1, 15
3, 17,1, 14
3, 18,1, 15
3, 19,1, 12
3, 20,1, 15
3, 21,1, 15
3, 22,1, 14
3, 23,1, 13
3, 24,1, 13
3, 25,1, 14
3, 26,1, 14
3, 27,1, 15
3, 28,1, 14
3, 29,1, 10
3, 30,1, 13
3, 31,1, 15
3, 32,1, 15
3, 33,1, 15
3, 34,1, 12
3, 35,1, 15
3, 36,1, 15
3, 37,1, 14
3, 38,1, 10
3, 39,1, 13
3, 0,2, 15
3, 1,2, 14
3, 2,2, 15
3, 3,2, 15
3, 4,2, 13
3, 5,2, 15
3, 6,2, 11
3, 7,2, 15
3, 8,2, 14
3, 9,2, 13
3, 10,2, 15
3, 11,2, 15
3, 12,2, 14
3, 13,2, 15
3, 14,2, 15
3, 15,2, 14
3, 16,2, 15
3, 17,2, 15
3, 18,2, 14
3, 19,2, 14
3, 20,2, 14
3, 21,2, 14
3, 22,2, 14
3, 23,2, 13
3, 24,2, 14
3, 25,2, 14
3, 26,2, 15
3, 27,2, 15
3, 28,2, 15
3, 29,2, 14
3, 30,2, 15
3, 31,2, 15
3, 32,2, 15
3, 33,2, 15
3, 34,2, 15
3, 35,2, 15
3, 36,2, 13
3, 37,2, 10
3, 38,2, 14
3, 39,2, 14
3, 0,3, 15
3, 1,3, 15
3, 2,3, 15
3, 3,3, 15
3, 4,3, 15
3, 5,3, 14
3, 6,3, 14
3, 7,3, 14
3, 8,3, 13
3, 9,3, 13
3, 10,3, 15
3, 11,3, 14
3, 12,3, 14
3, 13,3, 14
3, 14,3, 15
3, 15,3, 14
3, 16,3, 15
3, 17,3, 15
3, 18,3, 10
3, 19,3, 14
3, 20,3, 12
3, 21,3, 13
3, 22,3, 15
3, 23,3, 14
3, 24,3, 13
3, 25,3, 14
3, 26,3, 15
3, 27,3, 15
3, 28,3, 15
3, 29,3, 15
3, 30,3, 15
3, 31,3, 14
3, 32,3, 15
3, 33,3, 15
3, 34,3, 14
3, 35,3, 14
3, 36,3, 15
3, 37,3, 14
3, 38,3, 15
3, 39,3, 14
3, 0,4, 13
3, 1,4, 15
3, 2,4, 14
3, 3,4, 15
3, 4,4, 10
3, 5,4, 15
3, 6,4, 14
3, 7,4, 15
3, 8,4, 10
3, 9,4, 12
3, 10,4, 14
3, 11,4, 15
3, 12,4, 13
3, 13,4, 14
3, 14,4, 13
3, 15,4, 13
3, 16,4, 15
3, 17,4, 15
3, 18,4, 15
3, 19,4, 13
3, 20,4, 14
3, 21,4, 10
3, 22,4, 14
3, 23,4, 15
3, 24,4, 14
3, 25,4, 12
3, 26,4, 14
3, 27,4, 15
3, 28,4, 14
3, 29,4, 14
3, 30,4, 14
3, 31,4, 15
3, 32,4, 14
3, 33,4, 9
3, 34,4, 15
3, 35,4, 15
3, 36,4, 15
3, 37,4, 15
3, 38,4, 14
3, 39,4, 13
4, 0,0, 14
4, 1,0, 13
4, 2,0, 11
4, 3,0, 15
4, 4,0, 15
4, 5,0, 15
4, 6,0, 12
4, 7,0, 13
4, 8,0, 12
4, 9,0, 15
4, 10,0, 15
4, 11,0, 14
4, 12,0, 15
4, 13,0, 15
4, 14,0, 13
4, 15,0, 13
4, 16,0, 15
4, 17,0, 15
4, 18,0, 15
4, 19,0, 11
4, 20,0, 14
4, 21,0, 15
4, 22,0, 15
4, 23,0, 15
4, 24,0, 14
4, 25,0, 12
4, 26,0, 14
4, 27,0, 15
4, 28,0, 15
4, 29,0, 15
4, 30,0, 15
4, 31,0, 15
4, 32,0, 15
4, 33,0, 14
4, 34,0, 15
4, 35,0, 15
4, 36,0, 14
4, 37,0, 14
4, 38,0, 15
4, 39,0, 14
4, 0,1, 14
4, 1,1, 14
4, 2,1, 14
4, 3,1, 15
4, 4,1, 14
4, 5,1, 14
4, 6,1, 15
4, 7,1, 12
4, 8,1, 13
4, 9,1, 15
4, 10,1, 15
4, 11,1, 15
4, 12,1, 15
4, 13,1, 14
4, 14,1, 13
4, 15,1, 14
4, 16,1, 15
4, 17,1, 15
4, 18,1, 15
4, 19,1, 15
4, 20,1, 15
4, 21,1, 15
4, 22,1, 14
4, 23,1, 14
4, 24,1, 15
4, 25,1, 14
4, 26,1, 15
4, 27,1, 15
4, 28,1, 14
4, 29,1, 10
4, 30,1, 14
4, 31,1, 15
4, 32,1, 15
4, 33,1, 15
4, 34,1, 15
4, 35,1, 15
4, 36,1, 15
4, 37,1, 14
4, 38,1, 10
4, 39,1, 13
4, 0,2, 15
4, 1,2, 15
4, 2,2, 15
4, 3,2, 15
4, 4,2, 15
4, 5,2, 15
4, 6,2, 11
4, 7,2, 15
4, 8,2, 15
4, 9,2, 13
4, 10,2, 15
4, 11,2, 15
4, 12,2, 14
4, 13,2, 15
4, 14,2, 15
4, 15,2, 14
4, 16,2, 15
4, 17,2, 15
4, 18,2, 14
4, 19,2, 14
4, 20,2, 14
4, 21,2, 14
4, 22,2, 14
4, 23,2, 15
4, 24,2, 14
4, 25,2, 14
4, 26,2, 15
4, 27,2, 15
4, 28,2, 15
4, 29,2, 14
4, 30,2, 15
4, 31,2, 15
4, 32,2, 15
4, 33,2, 15
4, 34,2, 15
4, 35,2, 15
4, 36,2, 13
4, 37,2, 14
4, 38,2, 15
4, 39,2, 14
4, 0,3, 15
4, 1,3, 15
4, 2,3, 15
4, 3,3, 15
4, 4,3, 15
4, 5,3, 14
4, 6,3, 15
4, 7,3, 14
4, 8,3, 15
4, 9,3, 15
4, 10,3, 15
4, 11,3, 14
4, 12,3, 14
4, 13,3, 14
4, 14,3, 15
4, 15,3, 14
4, 16,3, 15
4, 17,3, 15
4, 18,3, 13
4, 19,3, 15
4, 20,3, 14
4, 21,3, 14
4, 22,3, 15
4, 23,3, 14
4, 24,3, 15
4, 25,3, 14
4, 26,3, 15
4, 27,3, 15
4, 28,3, 15
4, 29,3, 15
4, 30,3, 15
4, 31,3, 14
4, 32,3, 15
4, 33,3, 15
4, 34,3, 14
4, 35,3, 15
4, 36,3, 15
4, 37,3, 14
4, 38,3, 15
4, 39,3, 14
4, 0,4, 15
4, 1,4, 15
4, 2,4, 14
4, 3,4, 15
4, 4,4, 10
4, 5,4, 15
4, 6,4, 14
4, 7,4, 15
4, 8,4, 13
4, 9,4, 12
4, 10,4, 14
4, 11,4, 15
4, 12,4, 15
4, 13,4, 15
4, 14,4, 15
4, 15,4, 13
4, 16,4, 15
4, 17,4, 15
4, 18,4, 15
4, 19,4, 15
4, 20,4, 14
4, 21,4, 10
4, 22,4, 14
4, 23,4, 15
4, 24,4, 14
4, 25,4, 14
4, 26,4, 14
4, 27,4, 15
4, 28,4, 15
4, 29,4, 15
4, 30,4, 14
4, 31,4, 15
4, 32,4, 14
4, 33,4, 9
4, 34,4, 15
4, 35,4, 15
4, 36,4, 15
4, 37,4, 15
4, 38,4, 14
4, 39,4, 13
